ciudad,semana_inicio,ventas_eur,unidades,margen_eur,inv_display,inv_email_crm,inv_exterior,inv_paid_search,inv_prensa,inv_radio_local,inv_social_paid,inv_video_online,inv_total,sesiones_web,visitas_tienda,pedidos_online,pedidos_tienda,pedidos_click_collect,tasa_conversion_web_media,tasa_conversion_tienda_media,dias_rebajas,dias_black_friday,dias_navidad,dias_semana_santa,dias_payday,dias_festivo,dias_vacaciones_escolares,dias_incidencia_ecommerce,temperatura_media,lluvia_media,turismo_indice_medio,anio,semana_iso,inv_paid_search_lagged,inv_social_paid_lagged,inv_display_lagged,inv_video_online_lagged,inv_email_crm_lagged,inv_exterior_lagged,inv_radio_local_lagged,inv_prensa_lagged,inv_paid_search_adstock,inv_social_paid_adstock,inv_display_adstock,inv_video_online_adstock,inv_email_crm_adstock,inv_exterior_adstock,inv_radio_local_adstock,inv_prensa_adstock,inv_paid_search_transformed,inv_social_paid_transformed,inv_display_transformed,inv_video_online_transformed,inv_email_crm_transformed,inv_exterior_transformed,inv_radio_local_transformed,inv_prensa_transformed,trend,trend_idx_raw,log_trend,sin_1,cos_1,sin_2,cos_2,sin_3,cos_3,flag_rebajas,flag_black_friday,flag_navidad,flag_semana_santa,flag_payday,flag_festivo,flag_vacaciones_escolares,flag_incidencia_ecommerce,temperatura_media_z,lluvia_media_z,turismo_indice_medio_z,ciudad_a_coruna,ciudad_bilbao,ciudad_madrid,ciudad_malaga,ciudad_murcia,ciudad_palma,ciudad_sevilla,ciudad_valencia,ciudad_zaragoza,log_ventas_eur,split
Madrid,2020-01-20,347203.49,9040.0,211891.55,1785.07,950.69,2409.27,4214.9,2805.78,2580.49,2645.36,5161.49,22553.050000000003,2232,333,75.0,79.0,44.0,0.0538428571428571,0.2391285714285714,7,0,0,0,2,0,0,0,8.528571428571428,59.35714285714285,25.62857142857143,2020,4,4214.9,3126.15,1596.55,2884.09,950.69,2160.18,1828.12,1530.65,9874.852499999999,6395.79,2279.8625,5198.1745,1862.6657500000001,2160.18,4246.029,1530.65,0.5899311661232521,0.38890212514498657,0.2266050546105623,0.29794931444527634,0.6458888471702211,0.04879352133771958,0.341953201191392,0.10587592427607698,0.007692307692307693,3,0.19743162181998264,0.4647231720437685,0.8854560256532099,0.8229838658936564,0.5680647467311559,0.992708874098054,0.120536680255323,1,0,0,0,1,0,0,0,-1.3294743273576113,1.1076216876632132,-0.6064784893333344,0,0,1,0,0,0,0,0,0,12.757669193712363,train
Madrid,2020-01-27,364919.69,9443.0,222163.48,1312.13,641.4,2270.92,3782.69,1957.83,3130.2,5264.06,4399.91,22759.140000000003,1574,319,57.0,76.0,30.0,0.0557714285714285,0.2404,7,0,0,0,6,0,0,0,7.285714285714286,59.371428571428574,20.67142857142857,2020,5,3782.69,2645.36,1785.07,5161.49,641.4,3260.79,2580.49,1769.28,8720.11625,6482.834,3266.980625,8540.303425,1293.3330125,4880.924999999999,5340.40885,2687.67,0.5287091922682017,0.39534629453831505,0.37564394819610414,0.5339217725457819,0.46790530983030904,0.20753518548655775,0.451164653858792,0.26744737977444133,0.011538461538461539,4,0.2491309690041896,0.5680647467311558,0.8229838658936564,0.9350162426854148,0.35460488704253557,0.9709418174260521,-0.2393156642875575,1,0,0,0,1,0,0,0,-1.5202347758485655,1.1086906719619256,-0.8256269278526425,0,0,1,0,0,0,0,0,0,12.807435321283009,train
Madrid,2020-02-03,361973.75,9394.0,221162.61,4354.83,1018.25,2201.45,4789.81,1607.88,2742.05,3805.71,2314.97,22834.95,1953,298,72.0,74.0,30.0,0.0525285714285714,0.2457428571428571,7,0,0,0,3,0,0,0,10.585714285714284,52.94285714285714,27.042857142857144,2020,6,4789.81,5264.06,1312.13,4399.91,1018.25,2409.27,3130.2,2805.78,9149.868125,9153.7604,3435.66740625,9951.10722625,1470.916554375,6069.963749999999,6601.4657525,4418.3820000000005,0.5525989248462964,0.5658945271767966,0.3995383424580901,0.6086569860268041,0.5321482578952594,0.2882678736669586,0.5567575282487082,0.4966464247838747,0.015384615384615385,5,0.28923209811867023,0.6631226582407952,0.7485107481711011,0.992708874098054,0.120536680255323,0.8229838658936565,-0.5680647467311557,1,0,0,0,1,0,0,0,-1.013732895372584,0.6276477375417261,-0.5439548714272494,0,0,1,0,0,0,0,0,0,12.799329736993952,train
Madrid,2020-02-10,341912.07,8920.0,208248.12,2518.63,1018.21,1411.7,3660.55,3209.76,1544.44,3462.07,2085.36,18910.72,2261,283,59.0,59.0,23.0,0.0369142857142857,0.2134285714285714,1,0,0,0,0,0,0,0,9.62857142857143,61.54285714285714,19.24285714285714,2020,7,3660.55,3805.71,4354.83,2314.97,1018.21,2270.92,2742.05,1957.83,8235.4840625,9297.96624,6588.0138140625,8783.1896970625,1533.03079403125,6823.392812499999,7033.0027391250005,4608.859200000001,0.5001505918703776,0.5735578374621193,0.7098575611875868,0.5478486358229022,0.5526769526773091,0.33854094059487155,0.5877464184745693,0.5177423213682752,0.019230769230769232,6,0.3219971063220774,0.7485107481711011,0.6631226582407953,0.992708874098054,-0.12053668025532288,0.5680647467311558,-0.8229838658936564,1,0,0,0,0,0,0,0,-1.1606403671989505,1.2711762853660813,-0.8887820974547486,0,0,1,0,0,0,0,0,0,12.742311802448654,train
Madrid,2020-02-17,346012.19,8985.0,211477.58,1420.67,1110.85,1951.5,5881.92,1476.57,2060.3,5346.47,3593.87,22842.15,2752,308,58.0,65.0,28.0,0.0314857142857142,0.2110571428571428,0,0,0,0,0,0,0,0,13.4,49.44285714285714,23.357142857142858,2020,8,5881.92,3462.07,2518.63,2085.36,1110.85,2201.45,1544.44,1607.88,9999.66203125,9040.849744,6800.838979140625,7794.4333030906255,1647.4107779109374,7318.9946093749995,6115.891780431251,4373.195520000001,0.5959939523227348,0.5597868352378416,0.7227774026386933,0.4882827382393203,0.5879286079442331,0.3706170035706757,0.518793801152669,0.49150739954908285,0.023076923076923078,7,0.3496995260354461,0.8229838658936564,0.5680647467311559,0.9350162426854148,-0.35460488704253545,0.23931566428755768,-0.970941817426052,0,0,0,0,0,0,0,0,-0.5817810752263999,0.3657465843573953,-0.706895209000683,0,0,1,0,0,0,0,0,0,12.754232174700542,train
Madrid,2020-02-24,360595.22,9398.0,219527.1,1112.44,1005.88,1882.13,4926.3,878.0,1370.24,5151.47,5138.64,21465.1,1955,282,49.0,61.0,21.0,0.0363142857142857,0.2177,0,0,0,0,6,0,0,0,14.657142857142857,55.71428571428572,29.12857142857143,2020,9,4926.3,5346.47,1420.67,3593.87,1005.88,1411.7,2060.3,3209.76,9926.131015625,10770.9798464,5841.215336441407,8660.251647008907,1582.473772268828,6900.945957031249,6035.629657280313,5833.677312000001,0.5924347346170002,0.6434802233984637,0.6579262091333457,0.5408562852781608,0.5683145499136553,0.34362085116611946,0.5121950354059972,0.6323550782233308,0.026923076923076925,8,0.3736964535062844,0.8854560256532099,0.4647231720437686,0.8229838658936565,-0.5680647467311557,-0.12053668025532283,-0.992708874098054,0,0,0,0,1,0,0,0,-0.38882797790221646,0.8350306914917682,-0.45174832380817453,0,0,1,0,0,0,0,0,0,12.795514107167294,train
Madrid,2020-03-02,352040.36,9111.0,215277.18,1679.82,727.49,1809.03,2848.18,2467.66,3140.24,3914.81,2332.5,18919.73,2065,315,45.0,69.0,24.0,0.0336142857142857,0.2192714285714285,0,0,0,0,4,0,0,0,15.1,58.642857142857146,25.41428571428571,2020,10,2848.18,5151.47,1112.44,5138.64,727.49,1951.5,1370.24,1476.57,7811.2455078125,11614.05790784,4909.229968686915,10767.803570555789,1281.3558202940899,7127.209467773437,5293.3992772322035,4976.7763872000005,0.4737309438069353,0.677263268513917,0.576011854098781,0.6455244770648251,0.46327544318894903,0.3583168127314536,0.446789923804078,0.5559159100945673,0.03076923076923077,9,0.3948632436399653,0.9350162426854148,0.35460488704253557,0.6631226582407952,-0.7485107481711012,-0.46472317204376806,-0.8854560256532101,0,0,0,0,1,0,0,0,-0.3208558640721063,1.0541724727276365,-0.6159517647736504,0,0,1,0,0,0,0,0,0,12.77150394767765,train
Madrid,2020-03-09,341504.66000000003,8966.0,208588.05,2837.52,2182.27,1346.93,5163.89,1738.11,2099.81,5838.31,2527.61,23734.45,2746,275,70.0,59.0,22.0,0.0337571428571428,0.2152285714285714,0,0,0,0,0,0,0,1,16.0,52.75714285714286,26.071428571428573,2020,11,5163.89,3914.81,1679.82,2332.5,2182.27,1882.13,3140.24,878.0,9069.51275390625,10883.244744704,4870.819479646495,9331.572320861262,2630.7445371029316,7227.537100830078,6580.949530200933,3864.06583232,0.548233333543497,0.6482234975647994,0.5721706611912285,0.5776441504406209,0.7844065607324845,0.3647700142475312,0.5552207107723536,0.43008074412050734,0.03461538461538462,10,0.4137975826207651,0.970941817426052,0.23931566428755804,0.46472317204376906,-0.8854560256532096,-0.7485107481711011,-0.6631226582407952,0,0,0,0,0,0,0,1,-0.18271898757865665,0.6137509416584761,-0.5869003867566814,0,0,1,0,0,0,0,0,0,12.741119531794142,train
Madrid,2020-03-16,355904.54,9296.0,216064.13,1254.24,2113.32,1791.87,5314.82,897.97,1442.98,5216.85,1446.56,19478.61,2791,255,51.0,56.0,36.0,0.0317,0.2202285714285714,0,0,0,0,0,0,0,7,16.25714285714286,45.22857142857144,22.342857142857145,2020,12,5314.82,5838.31,2837.52,2527.61,2113.32,1809.03,2099.81,2467.66,9849.576376953126,12368.2568468224,6003.552661770222,8593.13200855982,3034.0805879860263,7229.682825622558,6377.427194630607,4786.099499391999,0.5886905893379085,0.7041329866893684,0.6701561427344004,0.5369896299276143,0.8287531321891353,0.3649075875623864,0.5396562726720916,0.5365521570045573,0.038461538461538464,11,0.430925775677421,0.992708874098054,0.120536680255323,0.23931566428755768,-0.970941817426052,-0.9350162426854147,-0.3546048870425359,0,0,0,0,0,0,0,1,-0.1432513085805278,0.050396216237487836,-0.7517353794181783,0,0,1,0,0,0,0,0,0,12.782420637547405,train
Madrid,2020-03-23,359247.99,9368.0,219147.38,1436.33,702.28,1603.3,4442.29,1451.54,2313.02,6756.37,2399.91,21105.04,2008,284,58.0,63.0,15.0,0.0363857142857142,0.2233142857142857,0,0,0,0,5,0,0,7,16.885714285714286,46.24285714285714,29.27142857142857,2020,13,4442.29,5216.85,1254.24,1446.56,702.28,1346.93,1442.98,1738.11,9367.078188476564,12637.80410809344,5156.549230150644,7032.095805563884,1764.208205795109,6769.192119216919,5588.307676509894,4609.7696996352,0.5641693014085835,0.7130361650909152,0.599822060073382,0.43715224321560764,0.6206724040198455,0.33497845545562993,0.4737198533771266,0.5178409636715511,0.04230769230769231,12,0.44656259082417227,1.0,-1.6081226496766366e-16,-3.216245299353273e-16,-1.0,-1.0,-1.8369701987210297e-16,0,0,0,0,1,0,0,1,-0.04677475991843637,0.12629410144600697,-0.4454328068479641,0,0,1,0,0,0,0,0,0,12.791770992524654,train
Madrid,2020-03-30,343405.15,8988.0,209184.22,1630.2,403.61,2672.66,4173.89,654.48,3476.52,3182.91,3445.3,19639.57,2560,327,52.0,75.0,34.0,0.0341857142857142,0.2302285714285714,0,0,0,1,6,0,1,7,19.61428571428572,44.35714285714285,22.542857142857144,2020,14,4173.89,6756.37,1436.33,2399.91,403.61,1791.87,2313.02,897.97,8857.429094238283,14339.052464856064,4788.086999597918,6970.772273616524,1021.0828720282882,6868.76408941269,5945.419989731431,3663.8318197811195,0.5364878176243968,0.7618346145635648,0.5637635365768877,0.4328469015713143,0.35405242690444155,0.3415154061010007,0.5046678139087146,0.40421268945860844,0.046153846153846156,13,0.4609470663610403,0.992708874098054,-0.12053668025532288,-0.23931566428755743,-0.9709418174260521,-0.9350162426854148,0.35460488704253557,0,0,0,1,1,0,1,1,0.3720211672283721,-0.014811825983918735,-0.7428936556738834,0,0,1,0,0,0,0,0,0,12.746669136429,train
Madrid,2020-04-06,353304.73,9178.0,215155.04,1267.51,1199.24,1133.19,6696.13,1934.32,1534.18,2721.33,3515.0,20000.9,2966,304,68.0,67.0,24.0,0.0319428571428571,0.2208571428571428,0,0,0,7,0,0,7,7,20.057142857142857,49.24285714285714,32.885714285714286,2020,15,6696.13,3182.91,1630.2,3445.3,1199.24,1603.3,3476.52,1451.54,11124.84454711914,11786.341478913639,4742.4565497386475,7976.301977850741,1556.619005209901,6754.873067059518,7341.042993325431,3649.8390918686714,0.6461274123875516,0.6836665385427988,0.5590479392354274,0.49981313906225355,0.5602142391962863,0.33403566387781664,0.608352268247627,0.4023710342494285,0.05,14,0.47426501053754083,0.9709418174260521,-0.2393156642875575,-0.46472317204376806,-0.8854560256532101,-0.7485107481711011,0.6631226582407952,0,0,0,1,0,0,1,1,0.4399932810584811,0.3507808041754334,-0.28565022775463567,0,0,1,0,0,0,0,0,0,12.775089051726898,train
Madrid,2020-04-13,361918.5500000001,9398.0,221039.76,1367.79,846.24,1667.42,5581.49,705.0,1361.83,3427.42,2588.02,17545.21,2659,292,61.0,66.0,28.0,0.0336285714285714,0.2245857142857143,0,0,0,0,0,0,0,7,21.3,50.11428571428571,19.571428571428573,2020,16,5581.49,2721.33,1267.51,3515.0,846.24,2672.66,1534.18,654.48,11143.91227355957,9793.134887348184,4350.106757330121,8699.596285602982,1391.0566518234652,7738.814800294638,6305.857945661531,2844.3834551212026,0.6469101395337452,0.5987246321954617,0.5161417178105688,0.5431067235317268,0.5042815275259179,0.39699073553410497,0.5340441233181132,0.2902296483756092,0.05384615384615385,15,0.4866637199386529,0.9350162426854148,-0.35460488704253545,-0.663122658240795,-0.7485107481711013,-0.4647231720437684,0.88545602565321,0,0,0,0,0,0,0,1,0.6307537295494354,0.4159888463968378,-0.8742564084462641,0,0,1,0,0,0,0,0,0,12.79917722854042,train
Madrid,2020-04-20,352760.49,9218.0,215105.36,1522.17,859.3,1376.63,5310.86,1764.64,3851.39,5876.66,2138.58,22700.23,3023,290,67.0,64.0,26.0,0.0314,0.2220571428571428,0,0,0,0,2,0,0,7,23.62857142857143,35.971428571428575,24.314285714285717,2020,17,5310.86,3427.42,1367.79,2588.02,859.3,1133.19,1361.83,1934.32,10882.816136779784,9303.30093240891,4195.359392264579,8242.757585641939,1346.1698281382128,6937.301100220979,5460.637664679995,3640.9500730727214,0.6360054342684333,0.5738383986028693,0.4980366497084311,0.5162374541414683,0.487883882653006,0.3459949037194294,0.462212339025149,0.40119886519630604,0.057692307692307696,16,0.4982619380083792,0.8854560256532099,-0.4647231720437685,-0.8229838658936564,-0.5680647467311559,-0.12053668025532363,0.992708874098054,0,0,0,0,1,0,0,1,0.988155489365821,-0.6423056093276001,-0.6645812453672719,0,0,1,0,0,0,0,0,0,12.773547441828098,train
Madrid,2020-04-27,361421.04,9378.0,220711.04,1963.84,1442.11,1199.17,5297.93,1698.8,2538.66,3010.31,1662.4,18813.22,2602,285,59.0,67.0,28.0,0.0333571428571428,0.2351714285714285,0,0,0,0,7,0,0,7,24.74285714285714,39.94285714285714,26.27142857142857,2020,18,5297.93,5876.66,1522.17,2138.58,1442.11,1667.42,3851.39,705.0,10739.338068389892,11458.640559445346,4249.153604971976,7496.37243066726,1913.2694398483743,6870.395825165734,7400.804482041996,2889.570043843633,0.6298387216406217,0.6713459295327789,0.5044069272487753,0.46882579570999466,0.6580522311932622,0.3416222471771814,0.6122089227094341,0.29676590551424725,0.06153846153846154,17,0.5091567892046576,0.8229838658936565,-0.5680647467311557,-0.9350162426854147,-0.3546048870425359,0.23931566428755732,0.9709418174260521,0,0,0,0,1,0,0,1,1.1591820983577104,-0.34512797428578823,-0.5780586630123868,0,0,1,0,0,0,0,0,0,12.797801640338859,train
Madrid,2020-05-04,336535.72,8705.0,205562.65,1083.35,2217.63,3001.63,4354.93,936.41,2028.82,4568.56,2404.48,20595.81,2335,257,48.0,59.0,23.0,0.0309857142857142,0.2300857142857142,0,0,0,0,2,0,0,7,23.8,36.54285714285714,20.857142857142858,2020,19,4354.93,3010.31,1963.84,1662.4,2217.63,1376.63,2538.66,1764.64,9724.599034194947,9885.494335667208,4725.789843231784,6535.042079933719,2887.274303946931,6529.4268688743,7349.182913327298,3498.38202630618,0.5824928882163019,0.6032265999016952,0.5573114987216694,0.40147100475662245,0.8142135933846295,0.3191070713229298,0.6088802245549447,0.38216700989610225,0.06538461538461539,18,0.51942872814206,0.7485107481711013,-0.663122658240795,-0.992708874098054,-0.12053668025532357,0.5680647467311555,0.8229838658936566,0,0,0,0,1,0,0,1,1.0144672753645732,-0.5995462373791386,-0.8174167558043686,0,0,1,0,0,0,0,0,0,12.726462545441782,train
Madrid,2020-05-11,356627.69999999995,9260.0,217634.07,1306.53,850.56,1312.59,4694.13,1216.69,966.0,4524.44,3585.37,18456.31,2874,235,45.0,50.0,34.0,0.0288857142857142,0.2176571428571428,0,0,0,0,0,0,0,7,25.014285714285712,47.25714285714286,23.357142857142858,2020,20,4694.13,4568.56,1083.35,2404.48,850.56,1199.17,2028.82,1698.8,9556.429517097473,10499.856601400326,4155.11339810066,6652.257351956918,1861.1060063814257,6096.240151655726,6805.788893662743,3797.8292157837077,0.5739844440591606,0.6316993192907334,0.49321741172890676,0.41004369870702695,0.6455055517442677,0.29004360275627744,0.5717455611165178,0.4216259289436074,0.06923076923076923,19,0.529145148841879,0.6631226582407952,-0.7485107481711012,-0.992708874098054,0.1205366802553232,0.8229838658936558,0.5680647467311567,0,0,0,0,0,0,0,1,1.2008424261890682,0.20219198665452773,-0.706895209000683,0,0,1,0,0,0,0,0,0,12.784450463505793,train
Madrid,2020-05-18,355983.66,9219.0,216518.79,2947.39,719.74,879.2,3355.7,1584.86,1774.52,2526.4,2762.69,16550.5,2540,258,48.0,55.0,28.0,0.0299571428571428,0.2144142857142857,0,0,0,0,0,0,0,7,25.47142857142857,39.42857142857143,28.571428571428573,2020,21,3355.7,4524.44,1306.53,3585.37,719.74,3001.63,966.0,936.41,8133.914758548736,10824.353960840195,4007.3537087654286,7909.337278771996,1371.127102233499,7573.810113741794,5389.762780880783,3215.1075294702246,0.49394598013184476,0.6457450310930024,0.4751332184791364,0.49559780420963845,0.497066398065851,0.3867191667038326,0.45572432370063215,0.3431608159690479,0.07307692307692308,20,0.5383630671228599,0.5680647467311558,-0.8229838658936564,-0.9350162426854148,0.35460488704253557,0.970941817426052,0.23931566428755785,0,0,0,0,0,0,0,1,1.2710071888524082,-0.38361140903940405,-0.4763788399529959,0,0,1,0,0,0,0,0,0,12.782642919018132,train
Madrid,2020-05-25,346484.30000000005,9008.0,211217.32,921.39,1226.2,1547.97,4396.61,1391.78,2121.6,2660.51,2739.05,17005.11,2079,241,45.0,56.0,26.0,0.0341142857142857,0.2332428571428571,0,0,0,0,6,0,0,7,25.95714285714286,36.8,28.457142857142856,2020,22,4396.61,2526.4,2947.39,2762.69,1226.2,1312.59,1774.52,1216.69,8463.567379274367,9021.012376504117,5552.169910697528,7903.759231201799,1706.0944857817246,6992.947585306346,5277.865807572509,3145.754517682135,0.5138063901805842,0.5587039541338833,0.6347307627418862,0.49524508519395327,0.604777784245701,0.34961944265559186,0.4453376175343497,0.3333984676954823,0.07692307692307693,21,0.5471311478554287,0.46472317204376906,-0.8854560256532096,-0.822983865893657,0.5680647467311548,0.992708874098054,-0.12053668025532309,0,0,0,0,1,0,0,1,1.3455572491822065,-0.5803045200023303,-0.4814312535211645,0,0,1,0,0,0,0,0,0,12.755595672469736,train
Madrid,2020-06-01,356230.82,9302.0,217338.99,3508.83,199.3,1328.91,5483.21,677.02,1994.62,3730.88,2501.72,19424.49,2950,238,61.0,57.0,24.0,0.0292571428571428,0.2378428571428571,0,0,0,0,5,0,0,7,27.085714285714285,32.371428571428574,67.01428571428572,2020,23,5483.21,2660.51,921.39,2739.05,199.3,879.2,2121.6,1584.86,9714.993689637184,8073.11742590247,4530.300441953394,7876.49350028117,796.4330700236037,6123.9106889797595,5552.212774922131,3472.3127106092807,0.5820121474060336,0.5034674594458631,0.5363768788427624,0.49351746471473873,0.2500726017422612,0.2919122202730876,0.4704899725455468,0.3786411348031407,0.08076923076923077,22,0.5554912601795159,0.35460488704253584,-0.9350162426854147,-0.6631226582407955,0.7485107481711007,0.8854560256532102,-0.4647231720437679,0,0,0,0,1,0,0,1,1.5187765070073256,-0.9116896526029118,1.223126774039678,0,0,1,0,0,0,0,0,0,12.783336977683895,train
Madrid,2020-06-08,362476.63,9469.0,220884.39,1895.7,534.27,2105.98,3743.72,1364.65,2379.97,3199.7,1790.0,17013.989999999998,2694,259,52.0,60.0,24.0,0.0287428571428571,0.2349428571428571,0,0,0,0,0,0,0,7,25.642857142857142,32.142857142857146,66.72857142857143,2020,24,3743.72,3730.88,3508.83,2501.72,534.27,1547.97,1994.62,1391.78,8601.216844818591,8574.750455541482,6453.525287269706,7621.44077518276,813.0215745082612,6140.90301673482,5603.558303699385,3475.167626365568,0.5218624151465842,0.5335580827635922,0.7012886017053769,0.4770744934858265,0.2578839383174175,0.293059030515147,0.4750789338597069,0.3790279315586635,0.08461538461538462,23,0.5634796867314855,0.23931566428755768,-0.970941817426052,-0.4647231720437684,0.88545602565321,0.6631226582407956,-0.7485107481711006,0,0,0,0,0,0,0,1,1.2973189748511602,-0.9287934013822966,1.2104957401192566,0,0,1,0,0,0,0,0,0,12.800718041027878,train
Madrid,2020-06-15,346807.63,9044.0,211585.4,1305.7,247.67,1081.33,4888.69,1734.55,1277.09,4053.06,2892.14,17480.23,2501,205,53.0,48.0,21.0,0.0302142857142857,0.2337857142857143,0,0,0,0,0,0,0,7,28.185714285714287,32.54285714285714,69.12857142857142,2020,25,4888.69,3199.7,1895.7,1790.0,247.67,1328.91,2379.97,677.02,9189.298422409294,8344.550273324889,6090.491436725309,6743.936503868795,532.2275510778913,5934.587262551115,6022.282897404601,2762.120575819341,0.5547242191951053,0.5199913310485125,0.6764809068703118,0.4166818864537919,0.12961478195318915,0.2791017185410521,0.5110887473924782,0.2782890853200198,0.08846153846153847,24,0.5711280753262671,0.12053668025532308,-0.992708874098054,-0.2393156642875578,0.970941817426052,0.35460488704253607,-0.9350162426854146,0,0,0,0,0,0,0,1,1.6876104671659864,-0.8988618410183737,1.3165964250507944,0,0,1,0,0,0,0,0,0,12.756528408238653,train
Madrid,2020-06-22,350404.08,9145.0,213590.65,1202.88,258.1,3679.73,2964.83,1088.78,2073.65,3417.12,3041.55,17726.64,1898,187,36.0,44.0,20.0,0.0317142857142857,0.2374857142857142,0,0,0,0,4,0,0,0,28.514285714285712,36.05714285714286,56.98571428571428,2020,26,2964.83,4053.06,1305.7,2892.14,258.1,2105.98,1277.09,1364.65,7559.479211204647,9059.790163994932,5264.519433871451,7275.698727514717,444.379642877262,6556.9204469133365,5191.573883312991,3021.9223454916046,0.4574289884088137,0.5608180099018566,0.6097278215926228,0.4539762665337604,0.09405040472849133,0.3209357897928387,0.43720906189645853,0.31579262588959695,0.09230769230769231,25,0.5784641962373405,-3.216245299353273e-16,-1.0,6.432490598706546e-16,1.0,3.6739403974420594e-16,-1.0,0,0,0,0,1,0,0,0,1.7380413903302612,-0.635891703535331,0.7797774834328931,0,0,1,0,0,0,0,0,0,12.766845135656178,train
Madrid,2020-06-29,347323.76,9051.0,212050.47,825.58,256.76,415.63,4081.89,2779.19,2963.55,1164.08,1520.45,14007.130000000005,1996,268,70.0,69.0,26.0,0.0471857142857142,0.2566428571428571,5,0,0,0,7,0,5,0,26.74285714285714,29.385714285714283,67.88571428571429,2020,27,4081.89,3417.12,1202.88,3041.55,256.76,1081.33,2073.65,1734.55,7861.629605602324,8852.994098396959,4624.817632016444,7770.754172884566,412.29287500704163,5999.020335185002,5448.173024153444,3547.7034072949627,0.47693785275328043,0.5494136996293564,0.5466297109793492,0.48676239779093466,0.08203273234092864,0.2834678593886699,0.46107644151792526,0.3887996352384351,0.09615384615384616,26,0.5855125508631351,-0.12053668025532283,-0.992708874098054,0.23931566428755732,0.9709418174260521,-0.3546048870425354,-0.9350162426854149,1,0,0,0,1,0,1,0,1.4661529350098206,-1.135107371033627,1.2616514274969626,0,0,1,0,0,0,0,0,0,12.758015529021359,train
Madrid,2020-07-06,361135.74,9423.0,220496.6,1681.72,1588.29,3812.21,8166.24,4075.61,6724.08,5027.73,4165.02,35240.9,2378,294,83.0,77.0,36.0,0.0498714285714285,0.2596857142857143,7,0,0,0,0,0,7,0,25.214285714285715,30.24285714285714,68.48571428571428,2020,28,8166.24,1164.08,825.58,1520.45,1588.29,3679.73,2963.55,1088.78,12097.054802801162,6475.876459038175,3831.7114608106885,6571.440212374968,1732.5925062524645,8178.995251388751,6504.862465699739,3217.4020443769778,0.6834391445936399,0.3948330307273289,0.4528434849235047,0.4041431777489752,0.6121210950297484,0.4237548463689426,0.5494699700569228,0.34348249616242776,0.1,27,0.5922948654599478,-0.23931566428755743,-0.9709418174260521,0.46472317204376795,0.8854560256532102,-0.6631226582407951,-0.7485107481711012,1,0,0,0,0,0,1,0,1.2315395098542798,-1.0709683131109338,1.2881765987298468,0,0,1,0,0,0,0,0,0,12.797011946758978,train
Madrid,2020-07-13,359135.15,9343.0,219462.54,1775.96,1472.5,2578.54,7076.92,2477.3,4552.24,7247.1,2608.29,29788.85,2616,439,75.0,111.0,47.0,0.0471285714285714,0.256,7,0,0,0,0,0,7,0,26.585714285714285,32.028571428571425,74.82857142857142,2020,29,7076.92,5027.73,1681.72,4165.02,1472.5,415.63,6724.08,2779.19,13125.447401400581,8913.255875422905,4172.332449526948,8436.45613804373,2078.9073771883627,6549.876438541563,10952.240602704831,4709.631226626187,0.7176437840883448,0.5527702066890491,0.4952848854083152,0.527828071470711,0.6943815494538514,0.3204674673093731,0.7756540909613308,0.5285333615160147,0.10384615384615385,28,0.5988304950396357,-0.3546048870425356,-0.9350162426854148,0.6631226582407952,0.7485107481711011,-0.885456025653209,-0.4647231720437701,1,0,0,0,0,0,1,0,1.442033797844298,-0.9373452757719896,1.5685855517631977,0,0,1,0,0,0,0,0,0,12.791456843484967,train
Madrid,2020-07-20,347806.85,9077.0,211964.54,2500.86,811.69,2177.06,5484.87,1919.81,2476.19,2936.41,4418.8,22725.69,2366,298,83.0,80.0,34.0,0.0496571428571428,0.2689142857142857,7,0,0,0,2,0,7,0,24.228571428571428,32.42857142857143,74.35714285714286,2020,30,5484.87,7247.1,1775.96,2608.29,811.69,3812.21,4552.24,4075.61,12047.59370070029,12595.053525253743,4487.976092192516,8091.986489728424,1539.307582015927,8724.617328906173,11671.19639175814,6901.388735975712,0.6816636824439606,0.7116474903624573,0.531705458169537,0.5070123577214387,0.5546963989778192,0.4555626819144848,0.7970046385939671,0.7065079041136566,0.1076923076923077,29,0.6051367563600347,-0.46472317204376806,-0.8854560256532101,0.8229838658936558,0.5680647467311567,-0.992708874098054,-0.12053668025532294,1,0,0,0,1,0,1,0,1.0802467403614537,-0.9074137154080656,1.547744345794503,0,0,1,0,0,0,0,0,0,12.759405451090394,train
Madrid,2020-07-27,355380.93,9211.0,216467.54,1943.2,726.66,1753.39,5873.71,1200.91,2126.97,4122.9,3468.68,21216.42,1832,253,64.0,66.0,32.0,0.0526142857142857,0.2608285714285714,7,0,0,0,6,0,7,0,23.385714285714283,31.24285714285714,72.25714285714285,2020,31,5873.71,2936.41,2500.86,4418.8,726.66,2578.54,2476.19,2477.3,11897.506850350146,10493.442115152246,5418.044459925136,9678.591218323476,1265.4176537055744,9122.00299667963,10062.46765464279,6618.133241585427,0.6761984611964569,0.6314149229625778,0.6233186926932256,0.5953520500191545,0.45705698500520203,0.47773026818159015,0.7447973642754098,0.6888321288535133,0.11153846153846154,30,0.6112292044407477,-0.5680647467311556,-0.8229838658936566,0.9350162426854147,0.354604887042536,-0.9709418174260523,0.23931566428755627,1,0,0,0,1,0,1,0,0.9508804592009212,-0.996139412201125,1.454906246479407,0,0,1,0,0,0,0,0,0,12.78094834929078,train
