ciudad,semana_inicio,ventas_eur,unidades,margen_eur,inv_display,inv_email_crm,inv_exterior,inv_paid_search,inv_prensa,inv_radio_local,inv_social_paid,inv_video_online,inv_total,sesiones_web,visitas_tienda,pedidos_online,pedidos_tienda,pedidos_click_collect,tasa_conversion_web_media,tasa_conversion_tienda_media,dias_rebajas,dias_black_friday,dias_navidad,dias_semana_santa,dias_payday,dias_festivo,dias_vacaciones_escolares,dias_incidencia_ecommerce,temperatura_media,lluvia_media,turismo_indice_medio,anio,semana_iso
A Coruna,2024-11-04,0.0,0.0,0.0,1093.66,1694.32,4487.65,4529.33,2183.57,3810.04,3047.67,3273.23,24119.469999999998,920,247,24.0,51.0,8.0,0.034685714285714285,0.20965714285714285,0,0,0,0,2,0,0,0,10.071428571428571,61.471428571428575,21.271428571428572,2024,45
A Coruna,2024-11-11,0.0,0.0,0.0,2431.62,605.83,4229.55,7267.19,3029.49,3604.02,3319.9,5839.51,30327.11,825,154,19.0,31.0,7.0,0.032471428571428575,0.2012857142857143,0,0,0,0,0,0,0,0,10.757142857142856,63.18571428571429,20.814285714285713,2024,46
A Coruna,2024-11-18,0.0,0.0,0.0,1799.79,2238.13,2807.95,2022.29,2040.06,1575.67,3943.94,6028.32,22456.149999999998,777,234,32.0,50.0,10.0,0.055228571428571425,0.21472857142857144,0,5,0,0,0,0,0,5,8.428571428571429,69.28571428571429,24.942857142857143,2024,47
A Coruna,2024-11-25,0.0,0.0,0.0,1709.15,996.15,4112.55,6907.5,2693.9,3662.86,3475.37,6057.3,29614.78,927,226,32.0,51.0,26.0,0.06392857142857143,0.22492857142857142,0,6,1,0,7,0,0,6,10.085714285714285,69.4,23.5,2024,48
A Coruna,2024-12-02,0.0,0.0,0.0,2513.43,1735.46,2624.21,4455.86,2040.34,2060.48,2961.15,4101.39,22492.32,824,174,25.0,38.0,15.0,0.0482,0.2203,0,0,7,0,4,0,0,0,9.785714285714286,71.11428571428571,24.400000000000002,2024,49
A Coruna,2024-12-09,0.0,0.0,0.0,1402.29,1020.55,4261.26,6256.75,709.85,1832.14,8892.78,2589.19,26964.81,926,219,30.0,43.0,14.0,0.04857142857142858,0.19847142857142858,0,0,7,0,0,0,0,0,10.385714285714286,77.39999999999999,14.471428571428572,2024,50
A Coruna,2024-12-16,0.0,0.0,0.0,1242.0,582.41,1343.03,5377.31,2157.48,1736.15,4172.84,4155.39,20766.61,1039,206,30.0,42.0,21.0,0.04908571428571429,0.20245714285714286,0,0,7,0,0,0,3,0,7.714285714285714,77.17142857142858,18.342857142857145,2024,51
A Coruna,2024-12-23,0.0,0.0,0.0,4262.34,721.95,3075.71,5729.22,2033.7,3728.7,4867.82,4519.02,28938.460000000003,1046,203,31.0,39.0,12.0,0.04125714285714286,0.19985714285714287,0,0,2,0,5,0,7,0,10.357142857142858,75.97142857142856,30.24285714285714,2024,52
A Coruna,2024-12-30,0.0,0.0,0.0,2097.72,885.55,2644.22,5371.61,793.8,4511.95,1831.33,3726.23,21862.41,181,62,6.0,12.0,1.0,0.03924999999999999,0.19565,0,0,0,0,1,0,2,0,8.899999999999999,67.9,31.0,2025,1
Barcelona,2020-01-06,349868.95,9143.0,213578.48000000004,1748.4,267.81,2797.06,3894.21,2216.74,3420.61,4801.56,4916.15,24062.54,1834,322,59.0,77.0,33.0,0.05172857142857142,0.24095714285714287,6,0,0,0,0,0,0,0,11.142857142857142,57.07142857142857,39.4,2020,2
Barcelona,2020-01-13,358427.61,9304.0,218085.71,1274.28,1349.57,1943.18,5033.46,2162.01,2070.82,5158.17,3295.49,22286.979999999996,1856,279,69.0,65.0,29.0,0.053,0.2302,7,0,0,0,0,0,0,0,9.9,58.471428571428575,35.25714285714285,2020,3
Barcelona,2020-01-20,357865.70999999996,9318.0,217766.9,2389.12,1063.84,2483.64,4783.12,810.75,1613.1,3842.29,3648.13,20633.99,1912,325,72.0,77.0,32.0,0.05425714285714286,0.23614285714285715,7,0,0,0,2,0,0,0,9.700000000000001,56.17142857142857,33.17142857142857,2020,4
Barcelona,2020-01-27,349399.4,9086.0,212468.74,1918.27,779.14,2314.82,4397.96,2104.19,1985.14,3658.18,3490.12,20647.819999999996,1810,328,60.0,79.0,37.0,0.053514285714285716,0.2446857142857143,7,0,0,0,6,0,0,0,10.12857142857143,52.84285714285714,39.25714285714286,2020,5
Barcelona,2020-02-03,350721.4,9128.0,214228.44,1009.46,531.85,2232.88,4761.93,876.49,1474.44,4630.24,4859.86,20377.15,1640,243,52.0,59.0,35.0,0.05344285714285714,0.24371428571428572,7,0,0,0,3,0,0,0,12.685714285714285,54.4,38.971428571428575,2020,6
Barcelona,2020-02-10,355571.37,9204.0,216552.63,1487.7,945.19,2170.48,2768.32,1382.19,2845.77,2616.34,3361.82,17577.81,2042,243,54.0,56.0,13.0,0.03485714285714286,0.23167142857142856,1,0,0,0,0,0,0,0,13.271428571428572,51.24285714285714,39.714285714285715,2020,7
Barcelona,2020-02-17,352468.29,9181.0,214926.03999999998,2402.32,1376.07,2166.72,3743.79,1836.84,2167.29,3796.22,3057.09,20546.340000000004,2352,179,46.0,41.0,25.0,0.030942857142857143,0.22934285714285713,0,0,0,0,0,0,0,0,13.828571428571427,48.385714285714286,41.800000000000004,2020,8
Barcelona,2020-02-24,353991.07999999996,9178.0,215521.87,692.6,1130.53,2933.08,4172.66,1078.07,2509.17,3640.66,4205.1,20361.87,1911,239,43.0,53.0,23.0,0.034999999999999996,0.22207142857142856,0,0,0,0,6,0,0,0,13.057142857142859,54.01428571428572,23.857142857142858,2020,9
Barcelona,2020-03-02,349061.43,9100.0,212652.45,1085.62,1648.12,1717.19,3810.36,1813.72,4206.26,2204.88,1999.99,18486.140000000003,2003,262,42.0,60.0,23.0,0.034428571428571426,0.22707142857142856,0,0,0,0,4,0,0,0,14.742857142857144,52.771428571428565,36.24285714285714,2020,10
Barcelona,2020-03-09,350984.75,9160.0,213668.59999999998,3280.65,810.68,1626.94,5996.33,1400.56,1463.58,2676.46,4919.41,22174.61,2386,268,41.0,59.0,27.0,0.029071428571428574,0.2233,0,0,0,0,0,0,0,1,15.799999999999999,44.31428571428571,32.2,2020,11
Barcelona,2020-03-16,351194.51,9077.0,214045.88,2056.12,289.4,1499.24,3831.86,939.48,2153.7,4323.27,1862.06,16955.13,2658,258,58.0,57.0,24.0,0.031014285714285716,0.22361428571428574,0,0,0,0,0,0,0,7,16.271428571428572,51.48571428571428,36.31428571428571,2020,12
Barcelona,2020-03-23,347954.35,9029.0,212510.44999999998,1017.92,1067.63,1701.94,5290.42,1287.25,2446.15,3659.83,2855.36,19326.5,1620,300,31.0,67.0,28.0,0.03527142857142857,0.2226142857142857,0,0,0,0,5,0,0,7,18.900000000000002,54.18571428571429,32.42857142857143,2020,13
Barcelona,2020-03-30,342664.23000000004,8966.0,208971.06,1564.48,1182.42,1542.87,3817.24,2371.91,1919.6,3662.16,2564.38,18625.06,2656,262,67.0,58.0,25.0,0.03467142857142857,0.2223,0,0,0,1,6,0,1,7,18.74285714285714,46.68571428571429,28.45714285714286,2020,14
Barcelona,2020-04-06,349329.33,9072.0,213361.89,1288.16,1193.37,1938.07,3240.51,903.9,1311.93,3692.72,3661.92,17230.58,2464,292,47.0,66.0,31.0,0.032171428571428566,0.22392857142857145,0,0,0,7,0,0,7,7,20.3,44.699999999999996,29.385714285714283,2020,15
Barcelona,2020-04-13,350250.14,9030.0,213430.26,1355.08,340.21,1275.72,3749.52,1693.09,1852.39,3278.05,2966.77,16510.83,2698,252,49.0,57.0,32.0,0.03002857142857143,0.22607142857142856,0,0,0,0,0,0,0,7,23.457142857142856,41.91428571428571,35.7,2020,16
Barcelona,2020-04-20,359171.72,9308.0,218994.31,682.15,1056.4,2176.88,4685.87,1553.7,2595.94,3209.42,3038.23,18998.59,3332,262,57.0,59.0,33.0,0.028571428571428574,0.22892857142857143,0,0,0,0,2,0,0,7,23.67142857142857,36.371428571428574,45.05714285714286,2020,17
Barcelona,2020-04-27,358363.2,9316.0,218201.64,2604.35,729.05,964.86,3636.16,2155.16,2105.47,1933.33,3157.74,17286.119999999995,2209,267,51.0,60.0,25.0,0.03401428571428571,0.22587142857142856,0,0,0,0,7,0,0,7,22.75714285714286,46.44285714285714,25.8,2020,18
Barcelona,2020-05-04,359439.2,9298.0,219217.35,1320.32,857.06,2036.87,5635.99,978.25,2138.16,3991.47,769.39,17727.51,2620,230,50.0,52.0,29.0,0.030857142857142857,0.22704285714285713,0,0,0,0,2,0,0,7,22.3,36.98571428571428,33.871428571428574,2020,19
Barcelona,2020-05-11,351277.11,9116.0,214099.28999999998,1764.49,555.07,2000.98,4475.19,2156.08,2927.7,2921.46,2181.19,18982.159999999996,2574,249,56.0,55.0,19.0,0.030257142857142854,0.22555714285714284,0,0,0,0,0,0,0,7,23.87142857142857,36.17142857142857,40.18571428571429,2020,20
Barcelona,2020-05-18,344000.06999999995,8917.0,209383.57,1553.49,1781.12,1514.48,2379.43,1079.75,1850.06,3137.05,2010.21,15305.59,2276,225,47.0,52.0,20.0,0.030285714285714287,0.23185714285714284,0,0,0,0,0,0,0,7,24.0,40.98571428571428,37.41428571428571,2020,21
Barcelona,2020-05-25,341956.99,9001.0,208613.40999999997,1434.74,576.21,1235.61,3671.73,2572.18,2824.86,3302.41,1161.08,16778.82,2278,229,49.0,52.0,32.0,0.03617142857142857,0.22728571428571429,0,0,0,0,6,0,0,7,26.12857142857143,38.114285714285714,26.785714285714285,2020,22
Barcelona,2020-06-01,356935.11,9310.0,217297.76,1150.05,1308.29,1842.7,4051.04,1697.32,2110.31,4666.55,2496.83,19323.089999999997,2085,190,41.0,45.0,21.0,0.030457142857142856,0.2371,0,0,0,0,5,0,0,7,25.485714285714288,34.17142857142857,79.05714285714285,2020,23
Barcelona,2020-06-08,355990.41,9295.0,216572.13,979.35,2098.71,3030.32,2959.06,675.19,416.87,4788.66,3170.65,18118.81,1688,202,44.0,48.0,9.0,0.03227142857142857,0.23615714285714287,0,0,0,0,0,0,0,7,24.514285714285712,41.871428571428574,83.2,2020,24
Barcelona,2020-06-15,353140.7,9239.0,215363.0,1802.57,668.13,2388.74,4292.45,666.47,1862.62,3295.03,2916.28,17892.29,2710,245,52.0,57.0,25.0,0.029371428571428573,0.23452857142857142,0,0,0,0,0,0,0,7,24.571428571428573,35.67142857142857,77.85714285714286,2020,25
Barcelona,2020-06-22,363642.74,9447.0,221694.59999999998,2086.96,221.97,1558.52,4527.86,2445.17,2479.19,3111.57,1876.83,18308.07,2148,225,46.0,56.0,20.0,0.030228571428571428,0.2503714285714286,0,0,0,0,4,0,0,0,25.142857142857142,30.52857142857143,78.48571428571428,2020,26
Barcelona,2020-06-29,354790.15,9311.0,216618.49,819.38,485.32,1835.16,3426.61,2085.88,1040.72,2879.6,1423.19,13995.86,2225,266,67.0,71.0,32.0,0.045200000000000004,0.26544285714285715,5,0,0,0,7,0,5,0,24.357142857142858,22.814285714285713,77.58571428571429,2020,27
Barcelona,2020-07-06,353541.32999999996,9170.0,215495.62,3765.06,3213.47,4470.59,10300.15,3154.83,2169.55,4877.57,2825.62,34776.84,2209,306,70.0,83.0,35.0,0.04894285714285714,0.27085714285714285,7,0,0,0,0,0,7,0,23.24285714285714,27.8,79.77142857142857,2020,28
Barcelona,2020-07-13,357082.58,9278.0,217228.8,1691.14,734.02,2509.4,10744.63,2714.24,5639.68,4514.37,5058.05,33605.53,2009,221,64.0,59.0,33.0,0.04812857142857142,0.2657714285714286,7,0,0,0,0,0,7,0,23.685714285714287,27.842857142857145,75.54285714285713,2020,29
Barcelona,2020-07-20,355973.88,9331.0,216965.66999999998,2405.05,1922.45,3148.83,6269.19,2344.86,1909.54,3832.68,2808.86,24641.460000000003,2165,309,69.0,79.0,34.0,0.04774285714285714,0.2574,7,0,0,0,2,0,7,0,23.7,27.32857142857143,77.62857142857142,2020,30
Barcelona,2020-07-27,353498.88,9130.0,216071.1,801.67,1243.87,2263.71,8249.69,702.18,1215.1,4080.37,3753.42,22310.010000000002,1729,300,48.0,80.0,45.0,0.054,0.26834285714285716,7,0,0,0,6,0,7,0,22.97142857142857,24.928571428571427,82.15714285714286,2020,31
Barcelona,2020-08-03,351820.61,9243.0,214286.36,2354.85,578.5,1763.1,6798.66,2499.32,2037.1,4432.86,3250.16,23714.55,1678,256,55.0,64.0,29.0,0.04997142857142857,0.2522857142857143,7,0,0,0,3,0,7,0,21.585714285714285,33.785714285714285,82.0,2020,32
Barcelona,2020-08-10,358110.76,9381.0,218635.39,1783.7,1968.46,2652.74,5235.69,2230.2,3573.38,4642.7,2264.84,24351.710000000003,1391,245,35.0,62.0,30.0,0.04567142857142857,0.2526428571428571,6,0,0,0,0,0,7,0,19.957142857142856,29.114285714285717,81.51428571428572,2020,33
Barcelona,2020-08-17,357992.99,9376.0,217616.23,1043.94,1149.99,3316.27,5486.0,1180.62,2748.29,5312.69,3856.3,24094.1,2389,139,46.0,33.0,18.0,0.027485714285714287,0.23751428571428573,0,0,0,0,0,0,7,0,20.5,29.514285714285712,77.74285714285715,2020,34
Barcelona,2020-08-24,352664.61,9139.0,215294.05,1314.28,341.84,1113.97,4565.78,2186.19,1006.37,1868.09,4413.0,16809.52,1961,285,43.0,69.0,17.0,0.030828571428571427,0.24191428571428572,0,0,0,0,6,0,7,0,19.47142857142857,35.84285714285714,79.45714285714287,2020,35
Barcelona,2020-08-31,354949.14,9308.0,216582.55,848.74,1569.29,2138.28,3843.14,1370.62,872.45,3178.18,2529.99,16350.69,2217,300,47.0,72.0,26.0,0.0327,0.2421,0,0,0,0,5,0,1,0,19.414285714285715,33.98571428571429,41.714285714285715,2020,36
Barcelona,2020-09-07,357242.4,9299.0,217867.01,3125.06,711.96,1635.17,4397.41,1724.92,2578.67,5728.07,3595.68,23496.940000000002,2980,245,65.0,57.0,23.0,0.030071428571428572,0.23187142857142856,0,0,0,0,0,0,0,0,18.071428571428573,33.55714285714286,30.314285714285713,2020,37
Barcelona,2020-09-14,355862.01,9199.0,216566.13,1162.51,360.4,1967.36,2512.52,1172.46,1500.48,2345.95,1555.07,12576.75,2048,251,36.0,57.0,24.0,0.02967142857142857,0.22740000000000002,0,0,0,0,0,0,0,0,15.385714285714286,34.300000000000004,37.357142857142854,2020,38
Barcelona,2020-09-21,351111.76,9179.0,214235.16000000003,860.13,667.93,2376.76,4869.42,1304.77,1461.0,3301.43,3809.82,18651.260000000002,1594,220,40.0,49.0,10.0,0.03232857142857143,0.2225857142857143,0,0,0,0,3,0,0,0,16.085714285714285,35.41428571428572,31.32857142857143,2020,39
Barcelona,2020-09-28,358014.82,9313.0,217606.77000000002,2602.18,618.39,2708.41,3512.97,939.75,2574.94,5381.57,2125.4,20463.61,2300,237,50.0,55.0,20.0,0.031228571428571432,0.23404285714285716,0,0,0,0,7,0,0,0,15.357142857142858,39.65714285714286,31.871428571428574,2020,40
Barcelona,2020-10-05,346910.66000000003,9084.0,211621.51,1428.79,752.47,3942.89,4242.47,459.28,1801.81,4600.05,3956.75,21184.51,2206,345,49.0,75.0,20.0,0.030814285714285714,0.21748571428571428,0,0,0,0,1,0,0,0,13.457142857142857,34.214285714285715,30.842857142857145,2020,41
Barcelona,2020-10-12,359720.57999999996,9364.0,218764.06,1713.72,1412.56,2812.46,4915.7,1561.94,2407.48,4161.55,3197.53,22182.94,2525,218,55.0,52.0,19.0,0.03002857142857143,0.23351428571428573,0,0,0,0,0,0,0,0,13.442857142857141,37.728571428571435,37.34285714285714,2020,42
Barcelona,2020-10-19,354489.91000000003,9161.0,216096.28000000003,1222.69,973.98,1461.04,6094.33,2034.91,1972.55,3980.09,3831.55,21571.14,3139,237,67.0,54.0,28.0,0.031014285714285716,0.22835714285714287,0,0,0,0,1,0,0,0,12.228571428571428,44.457142857142856,30.8,2020,43
Barcelona,2020-10-26,362933.75,9420.0,219704.12,2209.86,560.07,1482.27,5441.4,1624.06,1933.98,3321.09,3261.2,19833.93,2501,229,56.0,52.0,30.0,0.033999999999999996,0.22728571428571429,0,0,0,0,6,0,0,0,9.928571428571429,41.300000000000004,35.51428571428571,2020,44
Barcelona,2020-11-02,346966.27,9030.0,211551.19,2443.91,850.98,2478.87,4777.93,969.95,2113.42,3894.59,3096.63,20626.280000000002,3338,227,71.0,49.0,31.0,0.030314285714285714,0.21884285714285714,0,0,0,0,4,0,0,0,11.200000000000001,45.642857142857146,29.428571428571427,2020,45
Barcelona,2020-11-09,355642.78,9270.0,216605.84999999998,1284.68,951.32,3226.86,4784.66,2624.61,3715.61,6665.19,5444.08,28697.010000000002,2693,289,49.0,65.0,30.0,0.0293,0.22662857142857143,0,0,0,0,0,0,0,0,10.357142857142858,43.94285714285714,34.68571428571429,2020,46
Barcelona,2020-11-16,347490.99,9109.0,211907.82,2744.04,1148.27,3981.16,5938.16,4409.68,2634.02,9881.1,5539.81,36276.24,2739,339,69.0,81.0,21.0,0.04007142857142858,0.2389857142857143,0,3,0,0,0,0,0,3,9.185714285714285,38.65714285714286,32.84285714285714,2020,47
Barcelona,2020-11-23,356257.32999999996,9174.0,217233.61000000002,1128.99,1908.79,1352.27,8798.35,1312.05,4281.67,5327.99,2212.65,26322.760000000002,1810,367,74.0,93.0,32.0,0.05928571428571428,0.2513714285714285,0,7,0,0,5,0,0,7,9.72857142857143,43.58571428571429,26.314285714285713,2020,48
Barcelona,2020-11-30,356238.91000000003,9268.0,217054.98,2582.06,1533.49,1429.91,5893.24,1772.31,1581.28,4163.55,5439.99,24395.83,2253,396,77.0,90.0,34.0,0.050557142857142856,0.22852857142857141,0,1,6,0,6,0,0,1,9.228571428571428,59.785714285714285,32.857142857142854,2020,49
Barcelona,2020-12-07,348635.15,9073.0,212508.58000000002,3732.71,1856.78,1677.23,5741.08,1549.25,2273.1,3160.5,3257.83,23248.479999999996,2545,424,79.0,96.0,34.0,0.04474285714285714,0.22555714285714284,0,0,7,0,0,0,0,0,8.1,51.614285714285714,36.67142857142857,2020,50
Barcelona,2020-12-14,351375.74,9134.0,215082.58000000002,1633.63,2320.19,3108.97,8400.25,1934.49,1058.86,2975.65,5989.19,27421.230000000003,2581,397,83.0,91.0,34.0,0.045657142857142854,0.22947142857142858,0,0,7,0,0,0,1,0,8.557142857142857,58.34285714285714,32.1,2020,51
Barcelona,2020-12-21,363281.26,9454.0,221611.53,4249.76,940.05,1708.47,6618.68,1642.64,3841.72,2915.58,6446.32,28363.22,2758,319,81.0,74.0,30.0,0.04057142857142857,0.23157142857142857,0,0,4,0,3,0,7,1,8.557142857142859,52.114285714285714,34.24285714285714,2020,52
Barcelona,2020-12-28,433040.01,11167.0,263943.77,2894.72,1192.85,2774.13,6478.11,967.2,5514.8,5043.76,3470.4,28335.97,2430,262,66.0,59.0,23.0,0.036885714285714286,0.2249142857142857,0,0,0,0,6,0,4,0,10.028571428571428,52.800000000000004,24.74285714285714,2020,53
Barcelona,2021-01-04,534564.16,13944.0,325290.09,2050.39,466.81,4919.6,7814.52,2897.67,2018.05,11087.68,4498.02,35752.74,2280,436,77.0,101.0,25.0,0.045885714285714294,0.23228571428571426,4,0,0,0,2,0,0,0,9.028571428571428,53.18571428571429,37.728571428571435,2021,1
Barcelona,2021-01-11,542442.0,14114.0,330929.63,2111.31,2456.03,2524.13,8708.24,3770.76,6954.43,6193.47,4431.23,37149.600000000006,2083,367,69.0,86.0,38.0,0.0517,0.2338,7,0,0,0,0,0,0,0,8.385714285714286,52.67142857142857,34.4,2021,2
Barcelona,2021-01-18,528150.6000000001,13749.0,321517.20999999996,3376.67,608.5,3634.85,11131.88,2774.3,2458.89,10060.02,5558.38,39603.49,2365,334,89.0,77.0,40.0,0.05502857142857143,0.2333285714285714,7,0,0,0,0,0,0,0,10.957142857142857,59.17142857142857,35.48571428571428,2021,3
Barcelona,2021-01-25,519941.52,13616.0,316800.05000000005,2779.86,3049.92,2756.61,8880.18,2578.29,3770.32,5325.06,4269.91,33410.15,2030,261,84.0,65.0,31.0,0.05698571428571429,0.25207142857142856,7,0,0,0,6,0,0,0,10.0,59.6,38.385714285714286,2021,4
Barcelona,2021-02-01,525304.02,13695.0,320252.32999999996,2656.55,1048.1,1267.6,2896.89,1506.88,1492.09,3887.61,3245.1,18000.82,1428,193,47.0,49.0,28.0,0.05318571428571428,0.25252857142857144,7,0,0,0,5,0,0,0,12.942857142857145,52.74285714285714,40.24285714285714,2021,5
Barcelona,2021-02-08,538257.13,13999.0,327834.25,1975.45,560.23,3254.65,5088.26,2333.49,2237.7,2017.37,2788.7,20255.85,2116,285,55.0,64.0,22.0,0.03971428571428571,0.2319142857142857,3,0,0,0,0,0,0,0,12.900000000000002,49.714285714285715,30.942857142857143,2021,6
Barcelona,2021-02-15,523529.55,13626.0,318366.95,1968.98,593.83,3472.75,7722.83,1494.36,2844.78,6385.26,3043.38,27526.170000000002,2818,246,66.0,54.0,20.0,0.031200000000000002,0.22305714285714287,0,0,0,0,0,0,0,0,12.585714285714285,53.05714285714286,37.542857142857144,2021,7
Barcelona,2021-02-22,521368.63,13548.0,318187.25,704.21,1938.8,1780.49,4804.05,1821.49,2395.72,3213.44,3350.2,20008.399999999998,2320,264,58.0,58.0,26.0,0.036028571428571424,0.22162857142857142,0,0,0,0,4,0,0,0,13.414285714285715,55.628571428571426,34.94285714285714,2021,8
Barcelona,2021-03-01,530705.73,13780.0,323505.55,2218.27,3503.17,2629.1,8501.14,1444.45,3542.34,4641.06,4839.38,31318.910000000003,2150,278,49.0,60.0,21.0,0.03352857142857143,0.2172714285714286,0,0,0,0,5,0,0,0,13.328571428571427,50.27142857142858,34.628571428571426,2021,9
Barcelona,2021-03-08,530412.8300000001,13706.0,323489.65,2534.58,893.17,1805.96,5890.22,1194.04,4523.62,5118.72,4218.86,26179.170000000002,2454,251,48.0,55.0,26.0,0.0301,0.22025714285714287,0,0,0,0,0,0,0,0,15.87142857142857,54.57142857142857,37.542857142857144,2021,10
Barcelona,2021-03-15,532129.6900000001,13905.0,324482.98,1853.47,1912.01,2919.71,5668.21,3066.84,850.91,5597.0,3137.67,25005.82,2664,270,59.0,59.0,27.0,0.03287142857142857,0.21734285714285714,0,0,0,0,0,0,0,0,16.67142857142857,52.142857142857146,27.32857142857143,2021,11
Barcelona,2021-03-22,527255.46,13732.0,320813.5,1575.52,3128.38,2162.96,8102.25,2137.68,3853.8,5395.94,4647.52,31004.05,1924,260,42.0,58.0,23.0,0.033499999999999995,0.22447142857142857,0,0,0,1,4,0,1,0,18.214285714285715,46.957142857142856,35.3,2021,12
Barcelona,2021-03-29,528340.96,13803.0,321276.86,2210.23,1543.39,4933.76,6872.38,2138.33,2416.6,3261.24,4527.25,27903.18,2610,298,56.0,66.0,32.0,0.03517142857142857,0.22154285714285712,0,0,0,7,6,0,7,0,19.74285714285714,49.94285714285714,33.357142857142854,2021,13
Barcelona,2021-04-05,540273.5700000001,14045.0,329618.91000000003,2843.94,1028.35,2483.91,6070.34,1586.35,2932.35,2917.56,4263.79,24126.590000000004,2637,220,56.0,49.0,29.0,0.03182857142857143,0.22255714285714287,0,0,0,0,1,0,0,0,20.24285714285714,53.614285714285714,42.228571428571435,2021,14
Barcelona,2021-04-12,528651.45,13783.0,322118.33999999997,3796.6,3343.25,3619.06,6439.94,1269.16,5650.53,6881.08,4023.33,35022.95,2299,294,47.0,67.0,26.0,0.03162857142857143,0.23079999999999998,0,0,0,0,0,0,0,0,21.514285714285712,42.800000000000004,34.91428571428572,2021,15
Barcelona,2021-04-19,530762.49,13904.0,323745.62,2661.82,3800.63,2200.28,8616.77,2478.25,2072.45,5040.38,1692.98,28563.56,2539,319,61.0,71.0,16.0,0.03125714285714286,0.2213857142857143,0,0,0,0,1,0,0,0,21.52857142857143,45.0,33.128571428571426,2021,16
Barcelona,2021-04-26,528747.0700000001,13728.0,321911.48,3025.81,840.75,5935.38,9156.72,3129.65,3837.65,4165.98,5316.99,35408.93,2712,274,55.0,66.0,35.0,0.03324285714285714,0.23957142857142857,0,0,0,0,7,0,0,0,23.357142857142858,34.81428571428571,40.05714285714286,2021,17
Barcelona,2021-05-03,529151.76,13814.0,322124.12,2036.98,824.09,2299.2,6613.05,2847.85,3191.81,5428.04,4566.72,27807.74,1880,181,46.0,42.0,16.0,0.0333,0.22740000000000002,0,0,0,0,3,0,0,0,22.885714285714283,42.228571428571435,35.214285714285715,2021,18
Barcelona,2021-05-10,529364.24,13691.0,323000.43000000005,3960.2,1162.87,3074.24,5595.04,2841.54,2828.3,5646.06,3456.76,28565.010000000002,3113,179,59.0,41.0,24.0,0.02755714285714286,0.23238571428571428,0,0,0,0,0,0,0,0,24.82857142857143,37.05714285714286,35.628571428571426,2021,19
Barcelona,2021-05-17,543561.5,14052.0,331853.56,966.33,1361.66,1172.43,4940.61,2193.85,2656.58,3628.18,6197.53,23117.17,2342,243,46.0,55.0,20.0,0.028142857142857143,0.22894285714285714,0,0,0,0,0,0,0,0,24.314285714285713,40.67142857142857,31.228571428571428,2021,20
Barcelona,2021-05-24,533669.5700000001,13810.0,325334.49000000005,2279.3,2066.92,3524.95,6314.53,4254.22,4832.63,5461.25,4054.83,32788.630000000005,2369,272,54.0,63.0,22.0,0.03237142857142857,0.23335714285714285,0,0,0,0,6,0,0,0,23.771428571428572,32.17142857142857,35.31428571428571,2021,21
Barcelona,2021-05-31,528042.83,13674.0,322036.64,2755.9,2700.64,3890.4,7328.83,3131.85,2453.98,5921.06,2452.62,30635.28,2688,254,50.0,61.0,35.0,0.03262857142857143,0.2390142857142857,0,0,0,0,5,0,0,0,23.157142857142855,41.4,76.12857142857142,2021,22
Barcelona,2021-06-07,532000.33,13784.0,323587.78,2265.22,1607.51,6416.59,2530.82,2613.97,4443.88,5095.99,2509.8,27483.779999999995,2333,230,45.0,56.0,25.0,0.030242857142857144,0.2455,0,0,0,0,0,0,0,0,25.685714285714287,36.58571428571429,80.45714285714287,2021,23
Barcelona,2021-06-14,541970.6,14070.0,330188.67,850.85,2337.28,4988.85,4663.13,2225.27,2177.84,4511.46,3768.4,25523.08,2255,214,52.0,52.0,17.0,0.030342857142857144,0.24118571428571428,0,0,0,0,0,0,0,0,25.47142857142857,29.47142857142857,84.31428571428572,2021,24
Barcelona,2021-06-21,535382.6799999999,13945.0,326061.38,764.86,1255.88,2793.0,5261.53,1538.99,1620.51,6238.37,3846.87,23320.01,2318,191,49.0,45.0,20.0,0.0304,0.2392,0,0,0,0,3,0,0,0,24.52857142857143,33.300000000000004,85.39999999999999,2021,25
Barcelona,2021-06-28,521659.44999999995,13575.0,317514.89,3413.93,1480.34,5514.87,9782.92,4082.39,3528.73,8004.68,8883.73,44691.59,1996,347,57.0,92.0,32.0,0.044700000000000004,0.2586,4,0,0,0,7,0,4,0,24.285714285714285,34.4,84.31428571428572,2021,26
Barcelona,2021-07-05,534053.82,13848.0,325137.3,6881.61,5355.93,8060.31,11033.87,5061.52,3240.44,12873.46,6629.1,59136.240000000005,2456,315,84.0,80.0,38.0,0.05034285714285714,0.2535142857142857,7,0,0,0,1,0,7,0,25.414285714285715,32.67142857142857,81.61428571428573,2021,27
Barcelona,2021-07-12,544025.46,14136.0,331555.87,6501.18,2739.31,5507.14,9423.01,3482.32,6233.98,7518.48,11083.11,52488.53,2887,303,93.0,81.0,45.0,0.04802857142857143,0.26504285714285714,7,0,0,0,0,0,7,0,24.185714285714287,25.142857142857142,78.75714285714285,2021,28
Barcelona,2021-07-19,531833.85,13906.0,324859.42,2713.47,1850.57,7339.76,12694.76,2119.98,3813.64,4906.69,8324.1,43762.969999999994,2287,325,66.0,88.0,45.0,0.048342857142857146,0.27131428571428573,7,0,0,0,1,0,7,0,21.47142857142857,21.385714285714283,81.34285714285714,2021,29
